,train loss,test_acc,test_loss
0,0.5043095350265503,0.8314,0.5141585958991081
1,0.5300981476902962,0.8319,0.5141289435374509
2,0.48462576419115067,0.8307,0.5140089664109952
3,0.5162878483533859,0.8309,0.5147680333655351
4,0.5183495581150055,0.8314,0.5132592128720254
5,0.5270154625177383,0.8307,0.5151164092265876
6,0.529517725110054,0.8315,0.5148203849412833
7,0.5002254098653793,0.8306,0.5157250648091554
8,0.5270388722419739,0.8316,0.5143720396574895
9,0.5334247648715973,0.8318,0.5144684204630031
