,train loss,test_acc,test_loss
0,1.5904638171195984,0.5802,1.1793988362239425
1,1.0340032950043678,0.6655,0.9810639627420219
2,0.8792014345526695,0.7206,0.8415475580722663
3,0.8040901347994804,0.7553,0.7146355750834107
4,0.730530135333538,0.79,0.6196252156974403
5,0.6483214348554611,0.7967,0.6167942171643495
6,0.5849185138940811,0.7935,0.6099770995462017
7,0.5549791790544987,0.7981,0.6235959288800598
8,0.522497970610857,0.8112,0.5470660859422319
9,0.48780320957303047,0.8308,0.5086673579777882
