,train loss,test_acc,test_loss
0,1.7116649746894836,0.5917,1.1633851911611617
1,1.0685574039816856,0.7064,0.8457564333821558
2,0.913600780069828,0.7285,0.7976074123838145
3,0.7951142564415932,0.7501,0.7530225323643654
4,0.6947725415229797,0.7719,0.6905161011370884
5,0.620759516954422,0.7792,0.6849737372368004
6,0.589461337774992,0.8018,0.5888406994995797
7,0.5552284680306911,0.79,0.6502724966615628
8,0.514044675976038,0.8174,0.5494463178952029
9,0.4770336486399174,0.8317,0.5175507472958535
