,train loss,test_acc,test_loss
0,1.6103181689977646,0.6117,1.0898428703569303
1,1.030960999429226,0.681,0.9187429125901241
2,0.9018468633294106,0.7342,0.7668224806618539
3,0.7599056586623192,0.7713,0.6882365907833075
4,0.6868565827608109,0.7939,0.6086520974043828
5,0.6119852736592293,0.797,0.6029212292592236
6,0.5914168544113636,0.7973,0.5999355362668918
7,0.558818869292736,0.8131,0.5602934280778192
8,0.5464905984699726,0.8252,0.5343510153566956
9,0.4870161544531584,0.8226,0.5337839343935061
