,train loss,test_acc,test_loss
0,0.5131622292101383,0.8311,0.5150597327074428
1,0.5113570503890514,0.8306,0.5154901601516517
2,0.5322855822741985,0.8306,0.5132827202605593
3,0.5290145315229893,0.8309,0.5147728387527405
4,0.5008019469678402,0.8314,0.5131884355833576
5,0.5044655166566372,0.8305,0.5148342445397832
6,0.5390425324440002,0.8317,0.514866596953884
7,0.5133958086371422,0.8314,0.5149949563157027
8,0.5068351961672306,0.8306,0.5149945295920038
9,0.5157090127468109,0.8307,0.5146126019157422
