,train loss,test_acc,test_loss
0,1.6228880882263184,0.4633,1.6377344374444074
1,1.0756064504384995,0.673,0.9266833735119765
2,0.8977841213345528,0.7321,0.7995255008624618
3,0.7346942909061909,0.7575,0.7298754060723979
4,0.6191201061010361,0.7125,0.9883588427191328
5,0.5675405226647854,0.7756,0.6791218959601821
6,0.5538304820656776,0.7866,0.6916698035161206
7,0.45820436254143715,0.83,0.5357914050673224
8,0.4677237197756767,0.8291,0.5458796836767986
9,0.40525050088763237,0.8268,0.5449415871481986
